パルチザン,Partizan,item/weapon/it_wp_03_001.ice,da7a3d894778c87663ee5f9467fef0ca
アルバパルチザン,Alba Partizan,item/weapon/it_wp_03_002.ice,7c404c459f67fb995cdfbea9b604a8e8
ヴィタパルチザン,Vita Partizan,item/weapon/it_wp_03_003.ice,047ae4e0085178791fbacaea732a464f
ハルベルト,Halbert,item/weapon/it_wp_03_004.ice,e99d7523cd756e22d2b7ff8df8cbf344
アルバハルベルト,Alba Halbert,item/weapon/it_wp_03_005.ice,357225fd9ee9607f163cba7746d35abf
ヴィタハルベルト,Vita Halbert,item/weapon/it_wp_03_006.ice,958e84db035b642bac7c7b522ae3b978
グレイヴ,Glaive,item/weapon/it_wp_03_007.ice,5b6ba2b4268b86733871b57ceda53b9f
アルバグレイヴ,Alba Glaive,item/weapon/it_wp_03_008.ice,52e5b69ecd5bc14b9ece6570a4dfa084
ヴィタグレイヴ,Vita Glaive,item/weapon/it_wp_03_009.ice,00910c1384a1c2621c2a4925d78fbd72
バルディス,Berdys,item/weapon/it_wp_03_010.ice,581c35a7c987491ffe08fb6bb1228fd9
アルババルディス,Alba Berdys,item/weapon/it_wp_03_011.ice,d45487cc740f8d4a0a5a93ba22cc781a
ヴィタバルディス,Vita Berdys,item/weapon/it_wp_03_012.ice,b11b7b2d84659799391d48f38d9b8052
グングニル,Gungnir,item/weapon/it_wp_03_013.ice,1d7258bf5f50c8a60253600a3c6db597
アルバグングニル,Alba Gungnir,item/weapon/it_wp_03_014.ice,e3b12e30676af744fd3645b2a4526779
ヴィタグングニル,Vita Gungnir,item/weapon/it_wp_03_015.ice,49c979e76d27ad89457a92076ae62e2f
ラムダライゼノーク,Lambda Reisenoch,item/weapon/it_wp_03_016.ice,355eb2bb4583ac025e9d84237f4f96c4
ディオライゼノーク,Dio Reisenoch,item/weapon/it_wp_03_017.ice,03a65baa0cf4b2133e8bd6a7707c030c
ライゼノーク,Reisenoch,item/weapon/it_wp_03_018.ice,7543c3ea3051a9716d996f928f47b3dd
パティルメリア,Patilmeria,item/weapon/it_wp_03_019.ice,65311fbf29f4f40acfca1fdbdca270ba
バシレイオン,Basileion,item/weapon/it_wp_03_020.ice,6d537b009409b75da46b5b708fb654fb
ロンゴミニアド,Rhongomyniad,item/weapon/it_wp_03_021.ice,8adfe67a1637b385c92f85355bc2e515
ブリューナク,Brionac,item/weapon/it_wp_03_022.ice,7ad1c47f41f06d12bacba722c6e80ec8
ヴィジャヤ,Vjaya,item/weapon/it_wp_03_023.ice,9c1d9f85d32d03d673b26edfaea5fd09
ガエボルグ,Gae Bolg,item/weapon/it_wp_03_024.ice,3a62fb020f07059b9003c4a361c132e0
ソウルイーター,Soul Eater,item/weapon/it_wp_03_025.ice,bb26fb905a2fe21c8e6bcc145874946e
インペリアルピック,Imperial Pick,item/weapon/it_wp_03_026.ice,a2c8644f3f518a19d58be97271524c5f
バルディッシュ,Bardiche,item/weapon/it_wp_03_027.ice,6be99023706840ead61a4fd53bd5e727
ナイトランサー,Knight Lancer,item/weapon/it_wp_03_028.ice,c2f08f16d5a44844db1104a006ba44da
ゲキツナアタ,Gekitsnata,item/weapon/it_wp_03_029.ice,01de6a8ab866af12bdc9c29a703b26cc
グングナアタ,Gungnata,item/weapon/it_wp_03_030.ice,2e52e6b38f0585fec1f7ecceaebf70f8
ソウルバニッシュ,Soul Banish,item/weapon/it_wp_03_031.ice,b2dac660704aad467536fb890163eb24
リーガルランサー,Regal Lancer,item/weapon/it_wp_03_032.ice,a6be0f262de9fde4dd7ee9920ad4926f
ブルージーレクイエム,Bluesy Requiem,item/weapon/it_wp_03_033.ice,f3128c8f2f83bd86b31da7191ee6577e
ディオパティルメリア,Dio Patilmeria,item/weapon/it_wp_03_034.ice,cac4dae6e78aac9d9d942d5d45187b6a
ラムダパティルメリア,Lambda Patilmeria,item/weapon/it_wp_03_035.ice,e49ef3c19df103ff351c2359981b5b77
