タリス,Talis,item/weapon/it_wp_12_001.ice,0dd4a661453b4f3ec1115739d6271ea5
アルバタリス,Alba Talis,item/weapon/it_wp_12_002.ice,9ac80f4dfb0e2e0d8331607e8c72c6c8
ヴィタタリス,Vita Talis,item/weapon/it_wp_12_003.ice,e91f751b45a1615812fe8addc693181e
トリビュート,Tribute,item/weapon/it_wp_12_004.ice,c14d3dc9036809d7235925361e717778
アルバトリビュート,Alba Tribute,item/weapon/it_wp_12_005.ice,55eb1ef4b8ad897f4bcbaeb0160231ef
ヴィタトリビュート,Vita Tribute,item/weapon/it_wp_12_006.ice,8f4367fdc3aa1ef7a1d485012dffd2c6
スプレイン,Sprain,item/weapon/it_wp_12_007.ice,98682300f2a334cb58c5342af09b2b8e
アルバスプレイン,Alba Sprain,item/weapon/it_wp_12_008.ice,b07cf93f4a681f28f5d1719be129a376
ヴィタスプレイン,Vita Sprain,item/weapon/it_wp_12_009.ice,16630752dc8415ba29985cf63c0fda7c
オブサイド,Obside,item/weapon/it_wp_12_010.ice,c839aeab257e9d81d10c2594f3ea97d0
アルバオブサイド,Alba Obside,item/weapon/it_wp_12_011.ice,04c8fc0fded553a7e510b4757e487c31
ヴィタオブサイド,Vita Obside,item/weapon/it_wp_12_012.ice,407e799c63530dc7a2699738d3c8d0b5
ディフューズ,Diffuse,item/weapon/it_wp_12_013.ice,06d2609c75b2b6056263b23a1e193947
アルバディフューズ,Alba Diffuse,item/weapon/it_wp_12_014.ice,b70b3f73d1405a6be36424f6adfb460b
ヴィタディフューズ,Vita Diffuse,item/weapon/it_wp_12_015.ice,1dc4cca95a8568bbdb9ce431e7b886f2
ラムダヴィスバーン,Lambda Visburn,item/weapon/it_wp_12_016.ice,6b0f5aa808a295203a064f33f49761c9
ディオヴィスバーン,Dio Visburn,item/weapon/it_wp_12_017.ice,24c51784b2aa01aa9a35530285b1e100
ヴィスバーン,Visburn,item/weapon/it_wp_12_018.ice,b11ea5b18b9e0e816e3e497a247f7ade
ローザクレイン,Rosa Crane,item/weapon/it_wp_12_019.ice,e703f594b71ef619dacf788b41cf0ba5
ハードクォーツ,Hard Quartz,item/weapon/it_wp_12_020.ice,c04174f337b24e2d3f3797a86376ef08
ワンダーコレット,Wonder Collet,item/weapon/it_wp_12_021.ice,1b3ea790334c5b6c6c0ce3cb476fe011
タリスレガシー,Talis Legacy,item/weapon/it_wp_12_022.ice,7c60ba94438ece5a2367eefa1547c146
マフ,Mahu,item/weapon/it_wp_12_023.ice,0744c5d6c984f592488c44a52167c387
ヒトガタ,Hitogata,item/weapon/it_wp_12_024.ice,1f7dba1fc78b365c8d0f409f63119e34
ガディアンナ,Gadianna,item/weapon/it_wp_12_025.ice,ba548ce3ae69674513b89714ce0c2feb
モタブの預言書,Motav Prophecy,item/weapon/it_wp_12_026.ice,da1bd59b61615ff59c6562a262ad0d1f
ガルウィンド,Gal Wind,item/weapon/it_wp_12_027.ice,54a45e812d8f01df6896adc963c03282
マイセン,Maisen,item/weapon/it_wp_12_028.ice,7883d7ae539ac28765731231ae803ca2
セイメイキカミ,Seimei Kikami,item/weapon/it_wp_12_029.ice,0d3c09460176c2e2f334f496ee1d481c
レッドリアのPSPoカード,PSPo Card Redria,item/weapon/it_wp_12_030.ice,bbe8882f9f443327f1e825521f0bc298
オランのPSPoカード,PSPo Card Oran,item/weapon/it_wp_12_031.ice,3ea223af3ac5ef045a974923b9b46304
イエローブーズのPSPoカード,PSPo Card Yellowboze,item/weapon/it_wp_12_032.ice,7c601c9eea4fa095d62016f28f951bc8
グリーニルのPSPoカード,PSPo Card Greennill,item/weapon/it_wp_12_033.ice,fe7d807bd45c5d1593c7bd95acc1a8e0
ヴィリディアのPSPoカード,PSPo Card Viridia,item/weapon/it_wp_12_034.ice,579210352dfe89d74d5241f268e4c258
スカイリのPSPoカード,PSPo Card Skyly,item/weapon/it_wp_12_035.ice,fddc83411c409f502e006eeeffc62ee4
ブルーフルのPSPoカード,PSPo Card Bluefull,item/weapon/it_wp_12_036.ice,3947aa407916cab0273784a3e985235a
パープルナムのPSPoカード,PSPo Card Purplenum,item/weapon/it_wp_12_037.ice,d88e6f25a6eaa691ecdb4e9f52b302fc
ホワイティルのPSPoカード,PSPo Card Whitill,item/weapon/it_wp_12_038.ice,403781eae89c71e549ca95945b6f6e18
ピンカルのPSPoカード,PSPo Card Pinkal,item/weapon/it_wp_12_039.ice,0a9c94174710419d5be761f8dc704d7a
ヒトガタ「瑚式」,Hitogata Koshiki,item/weapon/it_wp_12_040.ice,bc94c6e5c1eca8d71c4ffb60feb351f3
ミヤビセン,Miyabisen,item/weapon/it_wp_12_041.ice,ece048ccd7a8255ad5a28fa85fe25cd9
オンミョウキカミ,Onmyou Kikami,item/weapon/it_wp_12_042.ice,a22eb71faa4c804a65c009c9aee77747
セイレイキカミ,Seirei Kikami,item/weapon/it_wp_12_043.ice,606c77b5d5c40c3156df6475503aa75f
ブルクレイン,Blue Crane,item/weapon/it_wp_12_044.ice,62bae4aa4f1f2354a3312f0ca1d48f43
セラータクレイン,Serata Crane,item/weapon/it_wp_12_045.ice,0f07d35271bb7a55faa8a6432e259d7f
ラムダハードクォーツ,Lambda Hard Quartz,item/weapon/it_wp_12_046.ice,67d87624edf8ade66674ebbd2eb99259
ディオハードクォーツ,Dio Hard Quartz,item/weapon/it_wp_12_047.ice,94ebf48485e93f623f876cd44ade253e
シルキーコレット,Silky Collet,item/weapon/it_wp_12_048.ice,71dfa0a65e60c4cf40c93a3430deb215
ブルーミィコレット,Bloomy Collet,item/weapon/it_wp_12_049.ice,5a7e3120d2e7b2dd861e72d5ad6027fc
デュエルゲイズ,Duel Gaze,item/weapon/it_wp_12_050.ice,44a032266bfb38f4271f1957813e8696
レッドデュエルゲイズ,Red Duel Gaze,item/weapon/it_wp_12_051.ice,76b286fc4148143226bcfd60d0128b9e
グリンデュエルゲイズ,Green Duel Gaze,item/weapon/it_wp_12_052.ice,d2201219c89e0b6f2f79bf0ad573daa5
メタリソリドム,Metali Solidom,item/weapon/it_wp_12_053.ice,f411cc17a650da6eb80585a4324592b5
メタリイグニス,Metali Ignis,item/weapon/it_wp_12_054.ice,f4b43a523bbfb6bdb08ae88d050a78ae
メタリラキエス,Metali Rakies,item/weapon/it_wp_12_055.ice,3101097770af9655a3a7c0eb29be4e4e
ラッピーファンファン,Rappy Fan Fan,item/weapon/it_wp_12_056.ice,a9862609b7a38079a7b4d5e202a6df78
ソリッドストレート,Solid Straight,item/weapon/it_wp_12_057.ice,2e4a31110863618bd92e34909662183d
＊レーザージャイロ ?,* Laser Gyro ?,item/weapon/it_wp_12_058.ice,e7d74a52d73afc41bd891806071d4ae7
＊レーザージャイロ,* Laser Gyro,item/weapon/it_wp_12_059.ice,1dd1de7a32a9b2759536ef5e6377dad4
ヴァーダービット,Vardha Bit,item/weapon/it_wp_12_060.ice,21d96f04f4bea27411bd8c5e18daab9d
キングスビット,King's Bit,item/weapon/it_wp_12_061.ice,57fdbd9c19d955e7fabf7cb4a84c4cc4
レーウェンブック,Liewen Book,item/weapon/it_wp_12_062.ice,0e5e7eaca4b19a88215acd874e3f2475
ノルニルブック,Nornir Book,item/weapon/it_wp_12_065.ice,2039c67595b6867806195ca1314e6792
